Name,Sex,NOC,Year,Sport,Event,Medal,GDP,Population
McKEON Emma,F,AUS,2020,Swimming,Women's 4 x 100m Freestyle Relay,Gold,1.36E+14,25694393
WILSON Madison,F,AUS,2020,Swimming,Women's 4 x 100m Freestyle Relay,Gold,1.36E+14,25694393
O'CALLAGHAN Mollie,F,AUS,2020,Swimming,Women's 4 x 100m Freestyle Relay,Gold,1.36E+14,25694393
HARRIS Meg,F,AUS,2020,Swimming,Women's 4 x 100m Freestyle Relay,Gold,1.36E+14,25694393
OHASHI Yui,F,JPN,2020,Swimming,Women's 400m Individual Medley,Gold,5.05E+12,1.26E+08
RASHITOV Ulugbek,M,UZB,2020,Taekwondo,Men -68kg,Gold,5.77E+10,33469203
ZOLOTIC Anastasija,F,USA,2020,Taekwondo,Women -57kg,Gold,2.09E+13,331449281
LI Fabin,M,CHN,2020,Weightlifting,Men's 61kg,Gold,1.47E+13,1411780000
CHEN Lijun,M,CHN,2020,Weightlifting,Men's 67kg,Gold,1.47E+13,1411780000
KIM Je Deok,M,KOR,2020,Archery,Men's Team,Gold,1.63E+12,51269185
OH Jinhyek,M,KOR,2020,Archery,Men's Team,Gold,1.63E+12,51269185
KIM Woojin,M,KOR,2020,Archery,Men's Team,Gold,1.63E+12,51269185
ABLIAZIN Denis,M,ROC,2020,Artistic Gymnastics,Men's Team,Gold,1.47E+12,145934462
BELYAVSKIY David,M,ROC,2020,Artistic Gymnastics,Men's Team,Gold,1.47E+12,145934462
DALALOYAN Artur,M,ROC,2020,Artistic Gymnastics,Men's Team,Gold,1.47E+12,145934462
NAGORNYY Nikita,M,ROC,2020,Artistic Gymnastics,Men's Team,Gold,1.47E+12,145934462
SAVSEK Benjamin,M,SLO,2020,Canoe Slalom,Men's Canoe,Gold,5.29E+10,2097195
PIDCOCK Thomas,M,GBR,2020,Cycling Mountain Bike,Men's Cross-country,Gold,2.71E+12,67886011
DALEY Thomas,M,GBR,2020,Diving,Men's Synchronised 10m Platform,Gold,2.71E+12,67886011
LEE Matty,M,GBR,2020,Diving,Men's Synchronised 10m Platform,Gold,2.71E+12,67886011
CHEUNG Ka Long,M,HKG,2020,Fencing,Men's Foil Individual,Gold,3.49E+11,7496981
POZDNIAKOVA Sofia,F,ROC,2020,Fencing,Women's Sabre Individual,Gold,1.47E+12,145934462
ONO Shohei,M,JPN,2020,Judo,Men -73 kg,Gold,5.05E+12,1.26E+08
GJAKOVA Nora,F,KOS,2020,Judo,Women -57 kg,Gold,7.61E+09,1873000
HANCOCK Vincent,M,USA,2020,Shooting,Skeet Men,Gold,2.09E+13,331449281
ENGLISH Amber,F,USA,2020,Shooting,Skeet Women,Gold,2.09E+13,331449281
NISHIYA Momiji,F,JPN,2020,Skateboarding,Women's Street,Gold,5.05E+12,1.26E+08
PEATY Adam,M,GBR,2020,Swimming,Men's 100m Breaststroke,Gold,2.71E+12,67886011
CURRY Brooks,M,USA,2020,Swimming,Men's 4 x 100m Freestyle Relay,Gold,2.09E+13,331449281
DRESSEL Caeleb,M,USA,2020,Swimming,Men's 4 x 100m Freestyle Relay,Gold,2.09E+13,331449281
BECKER Bowen,M,USA,2020,Swimming,Men's 4 x 100m Freestyle Relay,Gold,2.09E+13,331449281
PIERONI Blake,M,USA,2020,Swimming,Men's 4 x 100m Freestyle Relay,Gold,2.09E+13,331449281
APPLE Zach,M,USA,2020,Swimming,Men's 4 x 100m Freestyle Relay,Gold,2.09E+13,331449281
MACNEIL Margaret,F,CAN,2020,Swimming,Women's 100m Butterfly,Gold,1.64E+12,37742154
TITMUS Ariarne,F,AUS,2020,Swimming,Women's 400m Freestyle,Gold,1.36E+14,25694393
MIZUTANI Jun,M,JPN,2020,Table Tennis,Mixed Doubles,Gold,5.05E+12,1.26E+08
ITO Mima,F,JPN,2020,Table Tennis,Mixed Doubles,Gold,5.05E+12,1.26E+08
KHRAMTCOV Maksim,M,ROC,2020,Taekwondo,Men -80kg,Gold,1.47E+12,145934462
JELIC Matea,F,CRO,2020,Taekwondo,Women -67kg,Gold,5.69E+10,4191000
BLUMMENFELT Kristian,M,NOR,2020,Triathlon,Men's Individual,Gold,3.62E+11,5421241
DIAZ Hidilyn,F,PHI,2020,Weightlifting,Women's 55kg,Gold,3.62E+11,109035343
AKHAIMOVA Liliia,F,ROC,2020,Artistic Gymnastics,Women's Team,Gold,1.47E+12,145934462
MELNIKOVA Angelina,F,ROC,2020,Artistic Gymnastics,Women's Team,Gold,1.47E+12,145934462
URAZOVA Vladislava,F,ROC,2020,Artistic Gymnastics,Women's Team,Gold,1.47E+12,145934462
LISTUNOVA Viktoriia,F,ROC,2020,Artistic Gymnastics,Women's Team,Gold,1.47E+12,145934462
UENO Yukiko,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
GOTO Miu,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
FUJITA Yamato,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
AGATSUMA Haruka,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
KIYOHARA Nayu,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
ATSUMI Mana,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
ICHIGUCHI Yuka,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
KAWABATA Hitomi,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
NAITO Minori,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
YAMAMOTO Yu,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
HARADA Nodoka,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
MORI Sayaka,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
YAMAZAKI Saki,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
YAMADA Eri,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
MINE Yukiyo,F,JPN,2020,Baseball/Softball,Softball,Gold,5.05E+12,1.26E+08
FUNK Ricarda,F,GER,2020,Canoe Slalom,Women's Kayak,Gold,3.80E+12,83783942
NEFF Jolanda,F,SUI,2020,Cycling Mountain Bike,Women's Cross-country,Gold,7.47E+11,8.65E+06
CHEN Yuxi,F,CHN,2020,Diving,Women's Synchronised 10m Platform,Gold,1.47E+13,1411780000
ZHANG Jiaqi,F,CHN,2020,Diving,Women's Synchronised 10m Platform,Gold,1.47E+13,1411780000
WERTH Isabell,F,GER,2020,Equestrian,Dressage Team,Gold,3.80E+12,83783942
von BREDOW-WERNDL Jessica,F,GER,2020,Equestrian,Dressage Team,Gold,3.80E+12,83783942
SCHNEIDER Dorothee,F,GER,2020,Equestrian,Dressage Team,Gold,3.80E+12,83783942
BELJAJEVA Julia,F,EST,2020,Fencing,Women's &Eacute;p&eacute;e Team,Gold,3.10E+10,1326535
LEHIS Katrina,F,EST,2020,Fencing,Women's &Eacute;p&eacute;e Team,Gold,3.10E+10,1326535
KIRPU Erika,F,EST,2020,Fencing,Women's &Eacute;p&eacute;e Team,Gold,3.10E+10,1326535
EMBRICH Irina,F,EST,2020,Fencing,Women's &Eacute;p&eacute;e Team,Gold,3.10E+10,1326535
NAGASE Takanori,M,JPN,2020,Judo,Men -81 kg,Gold,5.05E+12,1.26E+08
AGBEGNENOU Clarisse,F,FRA,2020,Judo,Women -63 kg,Gold,2.60E+12,65273511
JIANG Ranxin,F,CHN,2020,Shooting,10m Air Pistol Mixed Team,Gold,1.47E+13,1411780000
PANG Wei,M,CHN,2020,Shooting,10m Air Pistol Mixed Team,Gold,1.47E+13,1411780000
YANG Qian,F,CHN,2020,Shooting,10m Air Rifle Mixed Team,Gold,1.47E+13,1411780000
YANG Haoran,M,CHN,2020,Shooting,10m Air Rifle Mixed Team,Gold,1.47E+13,1411780000
FERREIRA Italo,M,BRA,2020,Surfing,Men,Gold,1.36E+12,212559417
MOORE Carissa,F,USA,2020,Surfing,Women,Gold,2.09E+13,331449281
RYLOV Evgeny,M,ROC,2020,Swimming,Men's 100m Backstroke,Gold,1.47E+12,145934462
DEAN Tom,M,GBR,2020,Swimming,Men's 200m Freestyle,Gold,2.71E+12,67886011
McKEOWN Kaylee,F,AUS,2020,Swimming,Women's 100m Backstroke,Gold,1.36E+14,25694393
JACOBY Lydia,F,USA,2020,Swimming,Women's 100m Breaststroke,Gold,2.09E+13,331449281
LARIN Vladislav,M,ROC,2020,Taekwondo,Men +80kg,Gold,1.47E+12,145934462
MANDIC Milica,F,SRB,2020,Taekwondo,Women +67kg,Gold,5.30E+10,8737371
DUFFY Flora,F,BER,2020,Triathlon,Women's Individual,Gold,7.48E+10,62278
KUO Hsing-Chun,F,TPE,2020,Weightlifting,Women's 59kg,Gold,6.69E+11,23570000
CHARRON Maude G,F,CAN,2020,Weightlifting,Women's 64kg,Gold,1.64E+12,37742154
MIEZIS Nauris,M,LAT,2020,3x3 Basketball,Men,Gold,3.35E+10,1886198
LASMANIS Karlis,M,LAT,2020,3x3 Basketball,Men,Gold,3.35E+10,1886198
CAVARS Agnis,M,LAT,2020,3x3 Basketball,Men,Gold,3.35E+10,1886198
KRUMINS Edgars,M,LAT,2020,3x3 Basketball,Men,Gold,3.35E+10,1886198
YOUNG Jacquelyn,F,USA,2020,3x3 Basketball,Women,Gold,2.09E+13,331449281
GRAY Allisha,F,USA,2020,3x3 Basketball,Women,Gold,2.09E+13,331449281
PLUM Kelsey,F,USA,2020,3x3 Basketball,Women,Gold,2.09E+13,331449281
DOLSON Stefanie,F,USA,2020,3x3 Basketball,Women,Gold,2.09E+13,331449281
HASHIMOTO Daiki,M,JPN,2020,Artistic Gymnastics,Men's All-Around,Gold,5.05E+12,1.26E+08
ROGLIC Primoz,M,SLO,2020,Cycling Road,Men's Individual Time Trial,Gold,5.29E+10,2097195
van VLEUTEN Annemiek,F,NED,2020,Cycling Road,Women's Individual Time Trial,Gold,9.095E+11,17134872
WANG Zongyuan,M,CHN,2020,Diving,Men's Synchronised 3m Springboard,Gold,1.47E+13,1411780000
XIE Siyi,M,CHN,2020,Diving,Men's Synchronised 3m Springboard,Gold,1.47E+13,1411780000
von BREDOW-WERNDL Jessica,F,GER,2020,Equestrian,Dressage Individual,Gold,3.80E+12,83783942
OH Sanguk,M,KOR,2020,Fencing,Men's Sabre Team,Gold,1.63E+12,51269185
KIM Junho,M,KOR,2020,Fencing,Men's Sabre Team,Gold,1.63E+12,51269185
KIM Junghwan,M,KOR,2020,Fencing,Men's Sabre Team,Gold,1.63E+12,51269185
GU Bongil,M,KOR,2020,Fencing,Men's Sabre Team,Gold,1.63E+12,51269185
BEKAURI Lasha,M,GEO,2020,Judo,Men -90 kg,Gold,1.59E+10,3989167
ARAI Chizuru,F,JPN,2020,Judo,Women -70 kg,Gold,5.05E+12,1.26E+08
BOUCHERON Hugo,M,FRA,2020,Rowing,Men's Double Sculls,Gold,2.60E+12,65273511
ANDRODIAS Matthieu,M,FRA,2020,Rowing,Men's Double Sculls,Gold,2.60E+12,65273511
TURRIN Spencer,M,AUS,2020,Rowing,Men's Four,Gold,1.36E+14,25694393
HARGREAVES Jack,M,AUS,2020,Rowing,Men's Four,Gold,1.36E+14,25694393
HILL Alexander,M,AUS,2020,Rowing,Men's Four,Gold,1.36E+14,25694393
PURNELL Alexander,M,AUS,2020,Rowing,Men's Four,Gold,1.36E+14,25694393
WIERSMA Abe,M,NED,2020,Rowing,Men's Quadruple Sculls,Gold,9.095E+11,17134872
WIETEN Tone,M,NED,2020,Rowing,Men's Quadruple Sculls,Gold,9.095E+11,17134872
METSEMAKERS Koen,M,NED,2020,Rowing,Men's Quadruple Sculls,Gold,9.095E+11,17134872
UITTENBOGAARD Lucas Theodoor Dirk,M,NED,2020,Rowing,Men's Quadruple Sculls,Gold,9.095E+11,17134872
BODNAR Ancuta,F,ROU,2020,Rowing,Women's Double Sculls,Gold,2.4721E+11,19237691
RADIS Simona,F,ROU,2020,Rowing,Women's Double Sculls,Gold,2.4721E+11,19237691
STEPHAN Lucy,F,AUS,2020,Rowing,Women's Four,Gold,1.36E+14,25694393
MORRISON Jessica,F,AUS,2020,Rowing,Women's Four,Gold,1.36E+14,25694393
POPA Rosemary,F,AUS,2020,Rowing,Women's Four,Gold,1.36E+14,25694393
McINTYRE Annabelle,F,AUS,2020,Rowing,Women's Four,Gold,1.36E+14,25694393
ZHANG Ling,F,CHN,2020,Rowing,Women's Quadruple Sculls,Gold,1.47E+13,1411780000
CHEN Yunxia,F,CHN,2020,Rowing,Women's Quadruple Sculls,Gold,1.47E+13,1411780000
CUI Xiaotong,F,CHN,2020,Rowing,Women's Quadruple Sculls,Gold,1.47E+13,1411780000
LYU Yang,F,CHN,2020,Rowing,Women's Quadruple Sculls,Gold,1.47E+13,1411780000
VAKURUNABILI Josua,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
DERENALAGI Meli,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
NACUQU Waisea,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
TUIMABA Aminiasi,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
TUWAI Jerry,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
BOTITU Vilimoni,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
NASOKO Kalione,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
BOLACA Napolioni,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
TUIVUAKA Asaeli,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
WAINIQOLO Jiuta,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
RADRADRA Semi,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
MAQALA Sireli,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
BALEIWAIRIKI Iosefo Masikau,M,FIJ,2020,Rugby Sevens,Men,Gold,4.38E+09,896445
MILAK Kristof,M,HUN,2020,Swimming,Men's 200m Butterfly,Gold,1.55E+11,9660351
SCOTT Duncan,M,GBR,2020,Swimming,Men's 4 x 200m Freestyle Relay,Gold,2.71E+12,67886011
DEAN Tom,M,GBR,2020,Swimming,Men's 4 x 200m Freestyle Relay,Gold,2.71E+12,67886011
JARVIS Calum,M,GBR,2020,Swimming,Men's 4 x 200m Freestyle Relay,Gold,2.71E+12,67886011
GUY James,M,GBR,2020,Swimming,Men's 4 x 200m Freestyle Relay,Gold,2.71E+12,67886011
RICHARDS Matthew,M,GBR,2020,Swimming,Men's 4 x 200m Freestyle Relay,Gold,2.71E+12,67886011
LEDECKY Kathleen,F,USA,2020,Swimming,Women's 1500m Freestyle,Gold,2.09E+13,331449281
TITMUS Ariarne,F,AUS,2020,Swimming,Women's 200m Freestyle,Gold,1.36E+14,25694393
OHASHI Yui,F,JPN,2020,Swimming,Women's 200m Individual Medley,Gold,5.05E+12,1.26E+08
SHI Zhiyong,M,CHN,2020,Weightlifting,Men's 73kg,Gold,1.47E+13,1411780000
LEE Sunisa,F,USA,2020,Artistic Gymnastics,Women's All-Around,Gold,2.09E+13,331449281
FOX Jessica,F,AUS,2020,Canoe Slalom,Women's Canoe,Gold,1.36E+14,25694393
DERIGLAZOVA Inna,F,ROC,2020,Fencing,Women's Foil Team,Gold,1.47E+12,145934462
ZAGIDULLINA Adelina,F,ROC,2020,Fencing,Women's Foil Team,Gold,1.47E+12,145934462
KOROBEYNIKOVA Larisa,F,ROC,2020,Fencing,Women's Foil Team,Gold,1.47E+12,145934462
MARTYANOVA Marta,F,ROC,2020,Fencing,Women's Foil Team,Gold,1.47E+12,145934462
WOLF Aaron,M,JPN,2020,Judo,Men -100 kg,Gold,5.05E+12,1.26E+08
HAMADA Shori,F,JPN,2020,Judo,Women -78 kg,Gold,5.05E+12,1.26E+08
Mc CARTHY Fintan,M,IRL,2020,Rowing,Lightweight Men's Double Sculls,Gold,4.19E+11,4937786
O'DONOVAN Paul,M,IRL,2020,Rowing,Lightweight Men's Double Sculls,Gold,4.19E+11,4937786
CESARINI Federica,F,ITA,2020,Rowing,Lightweight Women's Double Sculls,Gold,1.89E+12,60461826
RODINI Valentina,F,ITA,2020,Rowing,Lightweight Women's Double Sculls,Gold,1.89E+12,60461826
SINKOVIC Martin,M,CRO,2020,Rowing,Men's Pair,Gold,5.69E+10,4191000
SINKOVIC Valent,M,CRO,2020,Rowing,Men's Pair,Gold,5.69E+10,4191000
PRENDERGAST Grace,F,NZL,2020,Rowing,Women's Pair,Gold,2.12E+11,4822233
GOWLER Kerri,F,NZL,2020,Rowing,Women's Pair,Gold,2.12E+11,4822233
LIPTAK Jiri,M,CZE,2020,Shooting,Trap Men,Gold,2.44E+11,10701777
REHAK STEFECEKOVA Zuzana,F,SVK,2020,Shooting,Trap Women,Gold,1.04E+11,5459642
DRESSEL Caeleb,M,USA,2020,Swimming,Men's 100m Freestyle,Gold,2.09E+13,331449281
STUBBLETY-COOK Izaac,M,AUS,2020,Swimming,Men's 200m Breaststroke,Gold,1.36E+14,25694393
FINKE Robert,M,USA,2020,Swimming,Men's 800m Freestyle,Gold,2.09E+13,331449281
ZHANG Yufei,F,CHN,2020,Swimming,Women's 200m Butterfly,Gold,1.47E+13,1411780000
YANG Junxuan,F,CHN,2020,Swimming,Women's 4 x 200m Freestyle Relay,Gold,1.47E+13,1411780000
ZHANG Yufei,F,CHN,2020,Swimming,Women's 4 x 200m Freestyle Relay,Gold,1.47E+13,1411780000
DONG Jie,F,CHN,2020,Swimming,Women's 4 x 200m Freestyle Relay,Gold,1.47E+13,1411780000
ZHANG Yifan,F,CHN,2020,Swimming,Women's 4 x 200m Freestyle Relay,Gold,1.47E+13,1411780000
TANG Muhan,F,CHN,2020,Swimming,Women's 4 x 200m Freestyle Relay,Gold,1.47E+13,1411780000
LI Bingjie,F,CHN,2020,Swimming,Women's 4 x 200m Freestyle Relay,Gold,1.47E+13,1411780000
CHEN Meng,F,CHN,2020,Table Tennis,Women's Singles,Gold,1.47E+13,1411780000
AN San,F,KOR,2020,Archery,Women's Individual,Gold,1.63E+12,51269185
BAREGA Selemon,M,ETH,2020,Athletics,"Men's 10,000m",Gold,1.08E+11,115000000
WANG Yi Lyu,M,CHN,2020,Badminton,Mixed Doubles,Gold,1.47E+13,1411780000
HUANG Dong Ping,F,CHN,2020,Badminton,Mixed Doubles,Gold,1.47E+13,1411780000
PRSKAVEC Jiri,M,CZE,2020,Canoe Slalom,Men's Kayak,Gold,2.44E+11,10701777
KIMMANN Niek,M,NED,2020,Cycling BMX Racing,Men,Gold,9.095E+11,17134872
SHRIEVER Bethany,F,GBR,2020,Cycling BMX Racing,Women,Gold,2.71E+12,67886011
MINOBE Kazuyasu,M,JPN,2020,Fencing,Men's &Eacute;p&eacute;e Team,Gold,5.05E+12,1.26E+08
KANO Koki,M,JPN,2020,Fencing,Men's &Eacute;p&eacute;e Team,Gold,5.05E+12,1.26E+08
YAMADA Masaru,M,JPN,2020,Fencing,Men's &Eacute;p&eacute;e Team,Gold,5.05E+12,1.26E+08
UYAMA Satoru,M,JPN,2020,Fencing,Men's &Eacute;p&eacute;e Team,Gold,5.05E+12,1.26E+08
KRPALEK Lukas,M,CZE,2020,Judo,Men +100 kg,Gold,2.44E+11,10701777
SONE Akira,F,JPN,2020,Judo,Women +78 kg,Gold,5.05E+12,1.26E+08
BOND Hamish,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
BOSWORTH Sam,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
BRAKE Michael,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
KIRKHAM Shaun,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
MACDONALD Matt,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
MACKINTOSH Thomas,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
MURRAY Tom,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
WILLIAMSON Daniel,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
WILSON Phillip,M,NZL,2020,Rowing,Men's Eight,Gold,2.12E+11,4822233
NTOUSKOS Stefanos,M,GRE,2020,Rowing,Men's Single Sculls,Gold,1.89E+11,10423054
GRAINGER Susanne,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
GRUCHALLA-WESIERSKI Kasia,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
KIT Kristen,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
MAILEY Madison,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
PAYNE Sydney,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
PROSKE Andrea,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
ROMAN Lisa,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
ROPER Christine,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
WASTENEYS Avalon,F,CAN,2020,Rowing,Women's Eight,Gold,1.64E+12,37742154
TWIGG Emma,F,NZL,2020,Rowing,Women's Single Sculls,Gold,2.12E+11,4822233
BATSARASHKINA Vitalina,F,ROC,2020,Shooting,25m Pistol Women,Gold,1.47E+12,145934462
RYLOV Evgeny,M,ROC,2020,Swimming,Men's 200m Backstroke,Gold,1.47E+12,145934462
WANG Shun,M,CHN,2020,Swimming,Men's 200m Individual Medley,Gold,1.47E+13,1411780000
McKEON Emma,F,AUS,2020,Swimming,Women's 100m Freestyle,Gold,1.36E+14,25694393
SCHOENMAKER Tatjana,F,RSA,2020,Swimming,Women's 200m Breaststroke,Gold,3.02E+11,59620000
MA Long,M,CHN,2020,Table Tennis,Men's Singles,Gold,1.47E+13,1411780000
MEKTIC Nikola,M,CRO,2020,Tennis,Men's Doubles,Gold,5.69E+10,4191000
PAVIC Mate,M,CRO,2020,Tennis,Men's Doubles,Gold,5.69E+10,4191000
ZHU Xueying,F,CHN,2020,Trampoline Gymnastics,Women,Gold,1.47E+13,1411780000
GAZOZ Mete,M,TUR,2020,Archery,Men's Individual,Gold,7.20E+11,84339067
HOLUB-KOWALIK Malgorzata,F,POL,2020,Athletics,4 x 400m Relay Mixed,Gold,5.94E+11,37846611
KACZMAREK Natalia,F,POL,2020,Athletics,4 x 400m Relay Mixed,Gold,5.94E+11,37846611
BAUMGART-WITAN Iga,F,POL,2020,Athletics,4 x 400m Relay Mixed,Gold,5.94E+11,37846611
SWIETY-ERSETIC Justyna,M,POL,2020,Athletics,4 x 400m Relay Mixed,Gold,5.94E+11,37846611
DUSZYNSKI Kajetan,M,POL,2020,Athletics,4 x 400m Relay Mixed,Gold,5.94E+11,37846611
ZALEWSKI Karol,M,POL,2020,Athletics,4 x 400m Relay Mixed,Gold,5.94E+11,37846611
KOWALUK Dariusz,M,POL,2020,Athletics,4 x 400m Relay Mixed,Gold,5.94E+11,37846611
STAHL Daniel,M,SWE,2020,Athletics,Men's Discus Throw,Gold,5.38E+11,10099265
THOMPSON-HERAH Elaine,F,JAM,2020,Athletics,Women's 100m,Gold,1.38E+10,2961167
WANG Chi-Lin,M,TPE,2020,Badminton,Men's Doubles,Gold,6.69E+11,23570000
LEE Yang,M,TPE,2020,Badminton,Men's Doubles,Gold,6.69E+11,23570000
POZDNIAKOVA Sofia,F,ROC,2020,Fencing,Women's Sabre Team,Gold,1.47E+12,145934462
NIKITINA Olga,F,ROC,2020,Fencing,Women's Sabre Team,Gold,1.47E+12,145934462
VELIKAYA Sofya,F,ROC,2020,Fencing,Women's Sabre Team,Gold,1.47E+12,145934462
BUCHARD Amandine,F,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
RINER Teddy,M,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
le BLOUCH Kilian,M,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
CHAINE Guillaume,M,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
CLERGET Axel,M,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
IDDIR Alexandre,M,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
DICKO Romane,F,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
MALONGA Madeleine,F,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
AGBEGNENOU Clarisse,F,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
PINOT Margaux,F,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
CYSIQUE Sarah Leonie,F,FRA,2020,Judo,Mixed Team,Gold,2.60E+12,65273511
BLYDE Michaela,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
BROUGHTON Gayle,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
POURI-LANE Risi,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
SAILI Alena,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
KAKA Shiray,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
TUI Ruby,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
FLUHLER Stacey,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
WILLISON Tenika,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
WOODMAN Portia,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
NATHAN-WONG Tyla,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
FITZPATRICK Theresa,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
HIRINI Sarah,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
BRAZIER Kelly,F,NZL,2020,Rugby Sevens,Women,Gold,2.12E+11,4822233
BADLOE Kiran,M,NED,2020,Sailing,Men's Windsurfer - RS:X,Gold,9.095E+11,17134872
LU Yunxiu,F,CHN,2020,Sailing,Women's Windsurfer - RS:X,Gold,1.47E+13,1411780000
CHRISTEN Nina,F,SUI,2020,Shooting,50m Rifle 3 Positions Women,Gold,7.47E+11,8.65E+06
FERNANDEZ Alberto,M,ESP,2020,Shooting,Trap Mixed Team,Gold,1.28E+12,46754778
GALVEZ Fatima,F,ESP,2020,Shooting,Trap Mixed Team,Gold,1.28E+12,46754778
DRESSEL Caeleb,M,USA,2020,Swimming,Men's 100m Butterfly,Gold,2.09E+13,331449281
ANDERSON Freya,F,GBR,2020,Swimming,Mixed 4 x 100m Medley Relay,Gold,2.71E+12,67886011
DAWSON Kathleen,F,GBR,2020,Swimming,Mixed 4 x 100m Medley Relay,Gold,2.71E+12,67886011
GUY James,M,GBR,2020,Swimming,Mixed 4 x 100m Medley Relay,Gold,2.71E+12,67886011
HOPKIN Anna,F,GBR,2020,Swimming,Mixed 4 x 100m Medley Relay,Gold,2.71E+12,67886011
PEATY Adam,M,GBR,2020,Swimming,Mixed 4 x 100m Medley Relay,Gold,2.71E+12,67886011
McKEOWN Kaylee,F,AUS,2020,Swimming,Women's 200m Backstroke,Gold,1.36E+14,25694393
LEDECKY Kathleen,F,USA,2020,Swimming,Women's 800m Freestyle,Gold,2.09E+13,331449281
BENCIC Belinda,F,SUI,2020,Tennis,Women's Singles,Gold,7.47E+11,8.65E+06
LITVINOVICH Ivan,M,BLR,2020,Trampoline Gymnastics,Men,Gold,6.02E+10,9449323
