Name,Sex,NOC,Year,Sport,Event,Medal
Alistair Edward Brownlee,M,GBR,2012,Triathlon,Triathlon Men's Olympic Distance,Gold
"Robert Charles ""Bob"" Bryan",M,USA,2012,Tennis,Tennis Men's Doubles,Gold
"Michael Carl ""Mike"" Bryan",M,USA,2012,Tennis,Tennis Men's Doubles,Gold
Kobe Bean Bryant,M,USA,2012,Basketball,Basketball Men's Basketball,Gold
Rachel Marie Buehler (-Van Hollebeke),F,USA,2012,Football,Football Women's Football,Gold
Ivan Buljubai,M,CRO,2012,Water Polo,Water Polo Men's Water Polo,Gold
Damir Buri,M,CRO,2012,Water Polo,Water Polo Men's Water Polo,Gold
Steven James Burke,M,GBR,2012,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Jordan Ernest Burroughs,M,USA,2012,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
Andro Bulje,M,CRO,2012,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Anatolyevich Butko,M,RUS,2012,Volleyball,Volleyball Men's Volleyball,Gold
Erin Jane Cafaro (-McKenzie),F,USA,2012,Rowing,Rowing Women's Coxed Eights,Gold
Cai Yun,M,CHN,2012,Badminton,Badminton Men's Doubles,Gold
Asl akr (-Alptekin),F,TUR,2012,Athletics,"Athletics Women's 1,500 metres",Gold
Cate Natalie Campbell,F,AUS,2012,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Luke Campbell,M,GBR,2012,Boxing,Boxing Men's Bantamweight,Gold
Niccol Campriani,M,ITA,2012,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Cao Yuan,M,CHN,2012,Diving,Diving Men's Synchronized Platform,Gold
Lisa Carrington,F,NZL,2012,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Gold
Nesta Carter,M,JAM,2012,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Swintayla Marie ""Swin"" Cash",F,USA,2012,Basketball,Basketball Women's Basketball,Gold
Andrea Cassar,M,ITA,2012,Fencing,"Fencing Men's Foil, Team",Gold
Tamika Devonne Catchings,F,USA,2012,Basketball,Basketball Women's Basketball,Gold
Giovanni Cernogoraz,M,CRO,2012,Shooting,Shooting Men's Trap,Gold
Tyson Cleotis Chandler,M,USA,2012,Basketball,Basketball Men's Basketball,Gold
Peter Charles,M,GBR,2012,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Tina Alexandria Charles,F,USA,2012,Basketball,Basketball Women's Basketball,Gold
Darvin Francisco Chvez Ramrez,M,MEX,2012,Football,Football Men's Football,Gold
Yuriy Volodymyrovych Cheban,M,UKR,2012,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold
Chen Ding,M,CHN,2012,Athletics,Athletics Men's 20 kilometres Walk,Gold
Chen Ruolin,F,CHN,2012,Diving,Diving Women's Platform,Gold
Chen Ruolin,F,CHN,2012,Diving,Diving Women's Synchronized Platform,Gold
Chen Yibing,M,CHN,2012,Gymnastics,Gymnastics Men's Team All-Around,Gold
Lauren Nicole Cheney (-Holiday),F,USA,2012,Football,Football Women's Football,Gold
Anna Vladimirovna Chicherova,F,RUS,2012,Athletics,Athletics Women's High Jump,Gold
Zulfiya Salakharovna Chinshanlo,F,KAZ,2012,Weightlifting,Weightlifting Women's Featherweight,Gold
Choi Hyeon-Ju,F,KOR,2012,Archery,Archery Women's Team,Gold
"Edward ""Ed"" Clancy",M,GBR,2012,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Scott Tyler Clary,M,USA,2012,Swimming,Swimming Men's 200 metres Backstroke,Gold
Jacob Clear,M,AUS,2012,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Nathan Cohen,M,NZL,2012,Rowing,Rowing Men's Double Sculls,Gold
"Katherine Sarah ""Kat"" Copeland",F,GBR,2012,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Jos de Jess Corona Rodrguez,M,MEX,2012,Football,Football Men's Football,Gold
Javier Corts Granados,M,MEX,2012,Football,Football Men's Football,Gold
Alicia Jayne Coutts,F,AUS,2012,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Kameryn Louise ""Kami"" Craig",F,USA,2012,Water Polo,Water Polo Women's Water Polo,Gold
Sebastian Eduardo Crismanich,M,ARG,2012,Taekwondo,Taekwondo Men's Welterweight,Gold
Caryn Davies,F,USA,2012,Rowing,Rowing Women's Coxed Eights,Gold
"Anthony Marshon Davis, Jr.",M,USA,2012,Basketball,Basketball Men's Basketball,Gold
Anastasiya Semyonovna Davydova,F,RUS,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Merel Manon de Blaey,F,NED,2012,Hockey,Hockey Women's Hockey,Gold
Eva Roma Maria de Goede,F,NED,2012,Hockey,Hockey Women's Hockey,Gold
Lucie Dcosse,F,FRA,2012,Judo,Judo Women's Middleweight,Gold
Oskar Deecke,M,GER,2012,Hockey,Hockey Men's Hockey,Gold
Meseret Defar Tola,F,ETH,2012,Athletics,"Athletics Women's 5,000 metres",Gold
Yana Mykhailivna Dementieva,F,UKR,2012,Rowing,Rowing Women's Quadruple Sculls,Gold
Deng Linlin,F,CHN,2012,Gymnastics,Gymnastics Women's Balance Beam,Gold
Elisa Di Francisca,F,ITA,2012,Fencing,"Fencing Women's Foil, Individual",Gold
Elisa Di Francisca,F,ITA,2012,Fencing,"Fencing Women's Foil, Team",Gold
Tirunesh Dibaba Keneni,F,ETH,2012,Athletics,"Athletics Women's 10,000 metres",Gold
Tina Dietze,F,GER,2012,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Didier Dominique Dinart,M,FRA,2012,Handball,Handball Men's Handball,Gold
Ding Ning,F,CHN,2012,Table Tennis,Table Tennis Women's Team,Gold
Carlien Clemens Dirkse van den Heuvel,F,NED,2012,Hockey,Hockey Women's Hockey,Gold
Diamond Brittany Dixon,F,USA,2012,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Nika Dobud,M,CRO,2012,Water Polo,Water Polo Men's Water Polo,Gold
Rudolf Dombi,M,HUN,2012,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Claire Christine Donahue,F,USA,2012,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Dong Dong,M,CHN,2012,Trampolining,Trampolining Men's Individual,Gold
Ulyana Vyacheslavovna Donskova,F,RUS,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Giovani dos Santos Ramrez,M,MEX,2012,Football,Football Men's Football,Gold
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,USA,2012,Gymnastics,Gymnastics Women's Individual All-Around,Gold
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,USA,2012,Gymnastics,Gymnastics Women's Team All-Around,Gold
Nataliya Viktorivna Dovhodko,F,UKR,2012,Rowing,Rowing Women's Quadruple Sculls,Gold
Annika Elise Madsen Dries,F,USA,2012,Water Polo,Water Polo Women's Water Polo,Gold
Alexander Mah Owens Drysdale,M,NZL,2012,Rowing,Rowing Men's Single Sculls,Gold
Kseniya Pavlovna Dudkina,F,RUS,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Charlotte Susan Jane Dujardin,F,GBR,2012,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
Charlotte Susan Jane Dujardin,F,GBR,2012,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Kevin Wayne Durant,M,USA,2012,Basketball,Basketball Men's Basketball,Gold
Conor James Dwyer,M,USA,2012,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Aleksandr Igorevich Dyachenko,M,RUS,2012,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
Ashton James Eaton,M,USA,2012,Athletics,Athletics Men's Decathlon,Gold
Tmara Echegoyen Domnguez,F,ESP,2012,Sailing,Sailing Women's Three Person Keelboat,Gold
Brittany Joyce Elmslie,F,AUS,2012,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Jessica Phyllis Ennis-Hill,F,GBR,2012,Athletics,Athletics Women's Heptathlon,Gold
Jorge Enrquez Garca,M,MEX,2012,Football,Football Men's Football,Gold
Arianna Errigo,F,ITA,2012,Fencing,"Fencing Women's Foil, Team",Gold
Tony Estanguet,M,FRA,2012,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
"Fabiana ""Fabi"" Alvim de Oliveira",F,BRA,2012,Volleyball,Volleyball Women's Volleyball,Gold
Marco Jhonfai Fabin de la Mora,M,MEX,2012,Football,Football Men's Football,Gold
Fabiana Marcelino Claudino,F,BRA,2012,Volleyball,Volleyball Women's Volleyball,Gold
"Mohamed Muktar Jama ""Mo"" Farah",M,GBR,2012,Athletics,"Athletics Men's 5,000 metres",Gold
"Mohamed Muktar Jama ""Mo"" Farah",M,GBR,2012,Athletics,"Athletics Men's 10,000 metres",Gold
Krisztina Fazekas Zur,F,HUN,2012,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Allyson Michelle Felix,F,USA,2012,Athletics,Athletics Women's 200 metres,Gold
Allyson Michelle Felix,F,USA,2012,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Allyson Michelle Felix,F,USA,2012,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Feng Zhe,M,CHN,2012,Gymnastics,Gymnastics Men's Team All-Around,Gold
Feng Zhe,M,CHN,2012,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Emilie Fer,F,FRA,2012,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold
Jrme Fernandez,M,FRA,2012,Handball,Handball Men's Handball,Gold
"Fernanda ""Fernandinha"" Ferreira",F,BRA,2012,Volleyball,Volleyball Women's Volleyball,Gold
Sylvia Shaqueria Fowles,F,USA,2012,Basketball,Basketball Women's Basketball,Gold
Marit Malm Frafjord,F,NOR,2012,Handball,Handball Women's Handball,Gold
"Zsuzsanna ""Susan"" Francia",F,USA,2012,Rowing,Rowing Women's Coxed Eights,Gold
Michele Frangilli,M,ITA,2012,Archery,Archery Men's Team,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Swimming,Swimming Women's 100 metres Backstroke,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Swimming,Swimming Women's 200 metres Backstroke,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Shelly-Ann Fraser-Pryce,F,JAM,2012,Athletics,Athletics Women's 100 metres,Gold
Michael Audley Frater,M,JAM,2012,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Fu Haifeng,M,CHN,2012,Badminton,Badminton Men's Doubles,Gold
Florian Fuchs,M,GER,2012,Hockey,Hockey Men's Hockey,Gold
Moritz Frste,M,GER,2012,Hockey,Hockey Men's Hockey,Gold
Marco Galiazzo,M,ITA,2012,Archery,Archery Men's Team,Gold
Arsen Zhorayevich Galstyan,M,RUS,2012,Judo,Judo Men's Extra-Lightweight,Gold
Fernanda Garay Rodrigues,F,BRA,2012,Volleyball,Volleyball Women's Volleyball,Gold
Erba Tiki Gelana,F,ETH,2012,Athletics,Athletics Women's Marathon,Gold
Bertrand Fabien Gille,M,FRA,2012,Handball,Handball Men's Handball,Gold
Guillaume Alain Gille,M,FRA,2012,Handball,Handball Men's Handball,Gold
Fabien Pierre Aurlien Dominique Gilot,M,FRA,2012,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Helen Rachel M. Glover,F,GBR,2012,Rowing,Rowing Women's Coxless Pairs,Gold
Maartje Goderie,F,NED,2012,Hockey,Hockey Women's Hockey,Gold
Joel Gonzlez Bonilla,M,ESP,2012,Taekwondo,Taekwondo Men's Flyweight,Gold
Katherine Jane Grainger,F,GBR,2012,Rowing,Rowing Women's Double Sculls,Gold
Sergey Yuryevich Grankin,M,RUS,2012,Volleyball,Volleyball Men's Volleyball,Gold
"Alexander John ""Alex"" Gregory",M,GBR,2012,Rowing,Rowing Men's Coxless Fours,Gold
"Matthew ""Matt"" Grevers",M,USA,2012,Swimming,Swimming Men's 100 metres Backstroke,Gold
"Matthew ""Matt"" Grevers",M,USA,2012,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Kari Aalvik Grimsb,F,NOR,2012,Handball,Handball Women's Handball,Gold
Tim Grohmann,M,GER,2012,Rowing,Rowing Men's Quadruple Sculls,Gold
Mariya Igorevna Gromova,F,RUS,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Gu Bon-Gil,M,KOR,2012,Fencing,"Fencing Men's Sabre, Team",Gold
Steve Guerdat,M,SUI,2012,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
Michal Yves Robert Guigou,M,FRA,2012,Handball,Handball Men's Handball,Gold
Guo Weiyang,M,CHN,2012,Gymnastics,Gymnastics Men's Team All-Around,Gold
Guo Wenjun,F,CHN,2012,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold
Guo Yue,F,CHN,2012,Table Tennis,Table Tennis Women's Team,Gold
Dniel Gyurta,M,HUN,2012,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Vincent Hancock,M,USA,2012,Shooting,Shooting Men's Skeet,Gold
Martin Hner,M,GER,2012,Hockey,Hockey Men's Hockey,Gold
Brendan Joseph Hansen,M,USA,2012,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Lasse Norman Hansen,M,DEN,2012,Cycling,Cycling Men's Omnium,Gold
Katrine Lunde Haraldsen,F,NOR,2012,Handball,Handball Women's Handball,Gold
"James Edward Harden, Jr.",M,USA,2012,Basketball,Basketball Men's Basketball,Gold
Jessica Adele Hardy (-Meichtry),F,USA,2012,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Kayla Harrison,F,USA,2012,Judo,Judo Women's Half-Heavyweight,Gold
Robert Harting,M,GER,2012,Athletics,Athletics Men's Discus Throw,Gold
Tobias Constantin Hauke,M,GER,2012,Hockey,Hockey Men's Hockey,Gold
He Zi,F,CHN,2012,Diving,Diving Women's Synchronized Springboard,Gold
Tobin Powell Heath,F,USA,2012,Football,Football Women's Football,Gold
Camilla Herrem,F,NOR,2012,Handball,Handball Women's Handball,Gold
Hctor Miguel Herrera Lpez,M,MEX,2012,Football,Football Men's Football,Gold
Carl Rupert Hester,M,GBR,2012,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Philip Hindes,M,GBR,2012,Cycling,Cycling Men's Team Sprint,Gold
Igor Hini,M,CRO,2012,Water Polo,Water Polo Men's Water Polo,Gold
Samuel Honrubia,M,FRA,2012,Handball,Handball Men's Handball,Gold
Ellen Marijn Hoog,F,NED,2012,Hockey,Hockey Women's Hockey,Gold
Sophie Hannah Marguerite Hosking,F,GBR,2012,Rowing,Rowing Women's Lightweight Double Sculls,Gold
"Charles ""Charlie"" Houchin",M,USA,2012,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
"Christopher Andrew ""Chris"" Hoy",M,GBR,2012,Cycling,Cycling Men's Keirin,Gold
"Christopher Andrew ""Chris"" Hoy",M,GBR,2012,Cycling,Cycling Men's Team Sprint,Gold
Hwang Gyeong-Seon,F,KOR,2012,Taekwondo,Taekwondo Women's Welterweight,Gold
Kaori Icho,F,JPN,2012,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
Roniel Iglesias Sotolongo,M,CUB,2012,Boxing,Boxing Men's Light-Welterweight,Gold
Andre Tyler Iguodala,M,USA,2012,Basketball,Basketball Men's Basketball,Gold
Ilya Aleksandrovich Ilyin,M,KAZ,2012,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
Dmitry Sergeyevich Ilyinykh,M,RUS,2012,Volleyball,Volleyball Men's Volleyball,Gold
Mansur Mustafayevich Isayev,M,RUS,2012,Judo,Judo Men's Lightweight,Gold
Nataliya Sergeyevna Ishchenko,F,RUS,2012,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
Nataliya Sergeyevna Ishchenko,F,RUS,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Sandra Raluca Izbaa,F,ROU,2012,Gymnastics,Gymnastics Women's Horse Vault,Gold
Kirani James,M,GRN,2012,Athletics,Athletics Men's 400 metres,Gold
LeBron Raymone James,M,USA,2012,Basketball,Basketball Men's Basketball,Gold
"Thomas Watkin ""Tom"" James",M,GBR,2012,Rowing,Rowing Men's Coxless Fours,Gold
"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres",F,BRA,2012,Volleyball,Volleyball Women's Volleyball,Gold
Iain Jensen,M,AUS,2012,Sailing,Sailing Men's Skiff,Gold
Carmelita Jeter,F,USA,2012,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Jiao Liuyang,F,CHN,2012,Swimming,Swimming Women's 200 metres Butterfly,Gold
Israel Sabdi Jimnez Naez,M,MEX,2012,Football,Football Men's Football,Gold
Ral Alonso Jimnez Rodrguez,M,MEX,2012,Football,Football Men's Football,Gold
Jin Jong-O,M,KOR,2012,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold
Jin Jong-O,M,KOR,2012,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Eric Johannesen,M,GER,2012,Rowing,Rowing Men's Coxed Eights,Gold
Kari Mette Johansen,F,NOR,2012,Handball,Handball Women's Handball,Gold
Maro Jokovi,M,CRO,2012,Water Polo,Water Polo Men's Water Polo,Gold
Guillaume Joli,M,FRA,2012,Handball,Handball Men's Handball,Gold
Asjha Takera Jones,F,USA,2012,Basketball,Basketball Women's Basketball,Gold
Cullen Andrew Jones,M,USA,2012,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Jade Louise Jones,F,GBR,2012,Taekwondo,Taekwondo Women's Featherweight,Gold
Kelly Maria Jonker,F,NED,2012,Hockey,Hockey Women's Hockey,Gold
Anthony Oluwafemi Olaseni Joshua,M,GBR,2012,Boxing,Boxing Men's Super-Heavyweight,Gold
Michael Jung,M,GER,2012,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
Michael Jung,M,GER,2012,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Yevgeniya Olegovna Kanayeva,F,RUS,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
Nikola Karabatic,M,FRA,2012,Handball,Handball Men's Handball,Gold
Daouda Karabou,M,FRA,2012,Handball,Handball Men's Handball,Gold
Ezekiel Kemboi Cheboi,M,KEN,2012,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
Peter Kennaugh,M,GBR,2012,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Jason Francis Kenny,M,GBR,2012,Cycling,Cycling Men's Sprint,Gold
Jason Francis Kenny,M,GBR,2012,Cycling,Cycling Men's Team Sprint,Gold
Elvira Ramilevna Khasyanova,F,RUS,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Tagir Kamalutdinovich Khaybulayev,M,RUS,2012,Judo,Judo Men's Half-Heavyweight,Gold
Taras Yuryevich Khtey,M,RUS,2012,Volleyball,Volleyball Men's Volleyball,Gold
Alan Anatolyevich Khugayev,M,RUS,2012,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Ki Bo-Bae,F,KOR,2012,Archery,Archery Women's Individual,Gold
Ki Bo-Bae,F,KOR,2012,Archery,Archery Women's Team,Gold
Kim Hyeon-Wu,M,KOR,2012,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
Kim Jae-Beom,M,KOR,2012,Judo,Judo Men's Half-Middleweight,Gold
Kim Jang-Mi,F,KOR,2012,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
Kim Jeong-Hwan,M,KOR,2012,Fencing,"Fencing Men's Sabre, Team",Gold
Kim Ji-Yeon,F,KOR,2012,Fencing,"Fencing Women's Sabre, Individual",Gold
Kim Un-Guk,M,PRK,2012,Weightlifting,Weightlifting Men's Featherweight,Gold
"Danielle ""Dani"" King (-Rowe)",F,GBR,2012,Cycling,Cycling Women's Team Pursuit,Gold
Stephen Kiprotich,M,UGA,2012,Athletics,Athletics Men's Marathon,Gold
Sergey Aleksandrovich Kirdyapkin,M,RUS,2012,Athletics,Athletics Men's 50 kilometres Walk,Gold
Ingrid Klimke (-Busacker),F,GER,2012,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Bianca Knight,F,USA,2012,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Roland Kkny,M,HUN,2012,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Oliver Korn,M,GER,2012,Hockey,Hockey Men's Hockey,Gold
Darya Sergeyevna Korobova,F,RUS,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Katalin Kovcs,F,HUN,2012,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Danuta Kozk,F,HUN,2012,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
Danuta Kozk,F,HUN,2012,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Anastasiya Mykolavna Kozhenkova,F,UKR,2012,Rowing,Rowing Women's Quadruple Sculls,Gold
Peter Kretschmer,M,GER,2012,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Ranomi Kromowidjojo,F,NED,2012,Swimming,Swimming Women's 50 metres Freestyle,Gold
Ranomi Kromowidjojo,F,NED,2012,Swimming,Swimming Women's 100 metres Freestyle,Gold
Andreas Kuffner,M,GER,2012,Rowing,Rowing Men's Coxed Eights,Gold
Yolane Nicole Kukla,F,AUS,2012,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Jaroslav Kulhav,M,CZE,2012,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
Amanda Maria Kurtovic,F,NOR,2012,Handball,Handball Women's Handball,Gold
Kurt Kuschela,M,GER,2012,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Kim Lammers,F,NED,2012,Hockey,Hockey Women's Hockey,Gold
Eirik Vers Larsen,M,NOR,2012,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Breeja Larson,F,USA,2012,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Yelena Anatolyevna Lashmanova,F,RUS,2012,Athletics,Athletics Women's 20 kilometres Walk,Gold
Renaud Lavillenie,M,FRA,2012,Athletics,Athletics Men's Pole Vault,Gold
Chad Guy Bertrand le Clos,M,RSA,2012,Swimming,Swimming Men's 200 metres Butterfly,Gold
"Kathleen Genevieve ""Katie"" Ledecky",F,USA,2012,Swimming,Swimming Women's 800 metres Freestyle,Gold
Lee Seong-Jin,F,KOR,2012,Archery,Archery Women's Team,Gold
Clment Lefert,M,FRA,2012,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Lei Sheng,M,CHN,2012,Fencing,"Fencing Men's Foil, Individual",Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,AUS,2012,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Amy Elizabeth LePeilbet,F,USA,2012,Football,Football Women's Football,Gold
Sydney Rae Leroux (-Dwyer),F,USA,2012,Football,Football Women's Football,Gold
Amaury Raymond Leveaux,M,FRA,2012,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Li Na,F,CHN,2012,Fencing,"Fencing Women's epee, Team",Gold
Li Xiaoxia,F,CHN,2012,Table Tennis,Table Tennis Women's Singles,Gold
Li Xiaoxia,F,CHN,2012,Table Tennis,Table Tennis Women's Team,Gold
Li Xuerui,F,CHN,2012,Badminton,Badminton Women's Singles,Gold
Li Xueying,F,CHN,2012,Weightlifting,Weightlifting Women's Lightweight,Gold
Rubn Daro Limardo Gascn,M,VEN,2012,Fencing,"Fencing Men's epee, Individual",Gold
Lin Dan,M,CHN,2012,Badminton,Badminton Men's Singles,Gold
Lin Qingfeng,M,CHN,2012,Weightlifting,Weightlifting Men's Lightweight,Gold
Caroline Lind,F,USA,2012,Rowing,Rowing Women's Coxed Eights,Gold
"Danielle ""Dani"" Rodrigues Lins",F,BRA,2012,Volleyball,Volleyball Women's Volleyball,Gold
Carli Anne Lloyd (-Hollins),F,USA,2012,Football,Football Women's Football,Gold
Ryan Steven Lochte,M,USA,2012,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Ryan Steven Lochte,M,USA,2012,Swimming,Swimming Men's 400 metres Individual Medley,Gold
Esther Ruth  Lofgren,F,USA,2012,Rowing,Rowing Women's Coxed Eights,Gold
"Eleanor ""Elle"" Logan",F,USA,2012,Rowing,Rowing Women's Coxed Eights,Gold
Vasyl Anatoliyovich Lomachenko,M,UKR,2012,Boxing,Boxing Men's Lightweight,Gold
Fredrik Max Emil Lf,M,SWE,2012,Sailing,Sailing Men's Two Person Keelboat,Gold
Mijan Lpez Nez,M,CUB,2012,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
Kevin Wesley Love,M,USA,2012,Basketball,Basketball Men's Basketball,Gold
Heidi Lke,F,NOR,2012,Handball,Handball Women's Handball,Gold
Lu Xiaojun,M,CHN,2012,Weightlifting,Weightlifting Men's Middleweight,Gold
Kristine Lunde-Borgersen,F,NOR,2012,Handball,Handball Women's Handball,Gold
Luo Xiaojuan,F,CHN,2012,Fencing,"Fencing Women's epee, Team",Gold
Luo Yutong,M,CHN,2012,Diving,Diving Men's Synchronized Springboard,Gold
Tatyana Viktorovna Lysenko (-Beloborodova),F,RUS,2012,Athletics,Athletics Women's Hammer Throw,Gold
Ma Long,M,CHN,2012,Table Tennis,Table Tennis Men's Team,Gold
"Rosannagh ""Rosie"" MacLennan",F,CAN,2012,Trampolining,Trampolining Women's Individual,Gold
Tianna Madison-Bartoletta,F,USA,2012,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Benjamin Richard ""Ben"" Maher",M,GBR,2012,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Tomasz Majewski,M,POL,2012,Athletics,Athletics Men's Shot Put,Gold
Alina Andreyevna Makarenko,F,RUS,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Taoufik Makhloufi,M,ALG,2012,Athletics,"Athletics Men's 1,500 metres",Gold
Florent Manaudou,M,FRA,2012,Swimming,Swimming Men's 50 metres Freestyle,Gold
Milica Mandi,F,SRB,2012,Taekwondo,Taekwondo Women's Heavyweight,Gold
Maiya Salakharovna Maneza,F,KAZ,2012,Weightlifting,Weightlifting Women's Middleweight,Gold
McKayla Rose Maroney,F,USA,2012,Gymnastics,Gymnastics Women's Team All-Around,Gold
Sergey Anatolyevich Martynov,M,BLR,2012,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Courtney Lynn Kaiulani  Mathewson,F,USA,2012,Water Polo,Water Polo Women's Water Polo,Gold
Michael Walter Mathieu,M,BAH,2012,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Kaori Matsumoto,F,JPN,2012,Judo,Judo Women's Lightweight,Gold
Misty Erie May-Treanor,F,USA,2012,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
Francena Lynette McCorory,F,USA,2012,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Angel Lajuane McCoughtry,F,USA,2012,Basketball,Basketball Women's Basketball,Gold
Tyler Tennant McGill,M,USA,2012,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
"Edward Daniel ""Ed"" McKeever",M,GBR,2012,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Gold
"Matthew ""Matt"" McLean",M,USA,2012,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
